throw_id,team_id,fielder_id,fielder_position,thrower_id,thrower_position,receiver_id,receiver_position,exchange_time,throw_pos_x,throw_pos_y,throw_velo_x,throw_velo_y,throw_velo_z,batter_pos_x_at_throw,batter_pos_y_at_throw,batter_velo_at_throw,bounce_pos_x,bounce_pos_y,bounce_velo_x,bounce_velo_y,bounce_velo_z,receiver_pos_x,receiver_pos_y,receiver_dist_from_1b,throw_deflected_by_receiver,start_state,end_state,runs_on_play,batter_result
3,11,400,6,400,6,63,3,1.533,-60.11612334,132.1872834,60.04755684,-33.59636391,8.583470193,26.91290837,26.55610236,25.78753224,38.06138905,69.47462944,32.81451039,-25.45250404,7.330194153,56.19932251,60.18777558,8.202014722,0,____1,1___1,0,first
6,11,228,5,390,4,63,3,0.534,-0.562562987,122.8219426,51.29391709,-45.31651898,8.831869792,43.39641349,44.29049077,28.64787775,NA,NA,NA,NA,NA,59.01313446,65.65793835,5.04756643,0,1___1,1___2,0,first
7,8,415,4,415,4,143,3,1.266,1.598750836,123.0369307,50.04964932,-41.71744681,5.986785292,25.30078276,29.97071816,25.13042825,NA,NA,NA,NA,NA,61.03748917,64.42913398,2.719261308,0,123_1,____3,0,out
8,8,308,1,308,1,143,3,1.8,25.40318471,59.92458706,24.01966957,3.2891581,12.78366242,19.69922393,15.2499054,18.50923026,NA,NA,NA,NA,NA,63.14207528,65.64871963,2.069797422,0,____1,____2,0,out
10,1,314,4,300,6,514,3,0.733,8.957441223,126.1658779,51.63066578,-63.36172983,7.811718521,40.11829628,41.43339612,27.31850926,NA,NA,NA,NA,NA,59.77039545,64.04605807,3.890504263,0,123_1,____3,0,out
11,2,312,4,312,4,695,3,1.2,15.07507282,138.7224645,41.26328515,-62.25064992,6.230779194,39.70496244,41.80575134,27.57804408,NA,NA,NA,NA,NA,59.62285979,63.94086016,4.028031303,0,____0,____1,0,out
14,2,396,5,396,5,695,3,0.966,-2.147728418,32.85646662,59.1138138,38.37034393,5.955814895,36.31823954,39.76688198,29.64265629,NA,NA,NA,NA,NA,59.95096543,66.07345477,4.419241999,0,_2__0,__3_1,0,out
15,1,314,4,314,4,514,3,0.967,54.2639673,131.1373862,10.72179018,-68.71563854,6.200950808,38.21504519,38.47143876,26.57897489,NA,NA,NA,NA,NA,60.88986178,64.65001329,2.929510393,0,____0,____1,0,out
16,1,201,5,201,5,514,3,1.633,-87.22932296,72.48177354,75.13135891,-3.870045992,4.13586463,27.59490095,29.82228089,24.41569482,18.07364999,62.93595976,48.47894422,-6.76759226,6.582795685,52.39105796,59.71060076,11.91499249,0,_23_1,12__1,1,first
17,2,121,6,312,4,695,3,0.366,0.956746576,125.6518656,54.84526633,-50.39206997,3.521748862,41.90372228,43.19406306,27.26968383,NA,NA,NA,NA,NA,60.02863833,64.10957677,3.641426518,0,1___0,____2,0,out
20,1,300,6,300,6,514,3,0.767,-38.80932797,121.7230796,67.69816526,-32.02484474,8.122797182,32.07064816,33.68721972,26.04139741,NA,NA,NA,NA,NA,59.85293727,64.13419513,3.818835794,0,____2,____3,0,out
21,1,300,6,300,6,514,3,1.3,-1.796718437,125.2442358,58.8400424,-51.35603071,2.927602315,38.46152337,37.04760643,26.04099222,56.67473974,71.35596159,35.19111638,-33.33837752,11.51826976,59.73932122,64.12998413,3.930994964,1,12__1,_2__2,1,second
24,6,241,5,241,5,103,3,1.867,-42.13725388,79.77746554,76.04285597,-9.082598062,6.293585406,27.67641274,29.01041195,25.11933789,NA,NA,NA,NA,NA,60.84284145,62.9076235,2.890972285,0,____0,____1,0,out
26,6,385,4,385,4,103,3,1.433,41.10784291,144.1013398,23.41358989,-69.77657204,6.453055977,31.04346648,29.43256442,23.63480025,NA,NA,NA,NA,NA,62.00340144,64.52642258,1.861079108,0,____0,____1,0,out
29,3,476,5,476,5,816,3,0.9,-53.19656042,60.40801456,66.29287768,2.058531132,12.5975002,24.79713195,29.62884503,25.28122399,NA,NA,NA,NA,NA,59.89174256,62.92182347,3.81598357,0,____1,____2,0,out
30,6,241,5,241,5,103,3,0.766,-40.85095098,50.70289287,70.81883096,11.27643237,8.780207015,36.06109687,37.25734032,29.13026369,NA,NA,NA,NA,NA,59.73044049,62.89150797,3.980108766,0,_2__2,____3,0,out
32,6,566,6,566,6,103,3,1.266,-28.87650617,133.288664,60.38085943,-44.0405633,6.340865041,30.89168302,33.25508637,25.56680197,NA,NA,NA,NA,NA,59.69317767,63.09101443,3.984380504,0,____0,____1,0,out
34,6,566,6,566,6,103,3,1.2,-13.82627402,133.9593375,54.45530569,-44.59999785,5.890574639,26.04338137,26.70856529,21.33433946,NA,NA,NA,NA,NA,60.3878547,64.67250016,3.411858137,0,12__2,____3,0,out
37,12,337,6,337,6,536,3,1.1,-30.36829915,122.405123,67.85100886,-37.37549563,9.611017592,31.64893274,33.10671691,28.10842623,NA,NA,NA,NA,NA,61.03819613,64.04378757,2.632625116,0,____0,____1,0,out
38,12,90,4,90,4,536,3,1.133,41.33811593,135.1667887,18.44638221,-60.49529264,4.790504227,33.3174287,33.5601144,23.73261268,NA,NA,NA,NA,NA,60.29275571,64.04111117,3.370851326,0,____2,____3,0,out
39,4,240,5,240,5,397,3,0.666,-75.21462654,107.9224976,57.42123244,-14.76932667,9.368924151,38.53195094,35.7671745,26.0039071,24.72618542,78.25500232,32.63733018,-13.04802019,8.135157708,51.64377174,67.60996498,12.63581653,0,____1,1___1,0,first
44,12,337,6,337,6,536,3,1.333,-4.916604784,140.0950654,56.01925511,-55.28766876,7.179555993,30.81752462,32.47597261,24.66061418,NA,NA,NA,NA,NA,61.55758064,64.52125761,2.261006307,0,____0,____1,0,out
50,13,537,4,537,4,408,3,1.167,-3.324076096,142.9601792,49.67058874,-51.21336181,11.69320011,29.38103369,29.75246742,25.34366814,NA,NA,NA,NA,NA,62.34506669,65.77806969,2.499770329,0,____0,____1,0,out
53,5,112,4,112,4,766,3,1.666,91.1419115,120.7713611,-28.77795,-60.96674935,4.110798417,42.28029919,40.59244649,28.51950179,NA,NA,NA,NA,NA,60.65349843,65.06310487,3.308050924,0,____2,____3,0,out
56,13,408,3,749,6,408,3,0.567,1.800322427,126.6399316,50.2677633,-49.02902972,8.906780226,45.67050981,46.12024237,29.46307053,NA,NA,NA,NA,NA,61.62001468,64.30182594,2.125393155,0,1___1,1___2,0,first
57,13,687,5,687,5,408,3,1.4,-50.10078425,86.24308596,77.66073537,-14.17499017,8.662890713,28.6322371,32.830689,29.27097118,NA,NA,NA,NA,NA,60.64288298,63.45041806,3.002693515,0,____1,____2,0,out
58,13,537,4,537,4,408,3,1.433,1.230876885,119.6890122,51.3586843,-44.21096666,8.552458832,25.19507942,27.33544139,21.0793945,NA,NA,NA,NA,NA,60.79425939,63.09503016,2.896996614,0,1___1,____3,0,out
61,13,687,5,687,5,408,3,1.834,-53.50468579,91.65586844,74.46627988,-13.59851014,10.85345178,23.85613117,25.38860759,21.46865823,NA,NA,NA,NA,NA,61.97240135,65.57566972,2.554977841,0,_2__1,_2__2,0,out
62,5,182,6,182,6,766,3,1.467,-22.55725034,118.4757201,65.15023925,-40.37192413,6.80020512,34.634005,32.54870477,20.74007881,NA,NA,NA,NA,NA,60.19127339,63.65217728,3.448359819,0,____1,____2,0,out
63,9,269,6,269,6,13,3,0.833,-32.66093184,148.2198027,65.72515825,-55.32945325,-3.677443696,31.94186871,28.98225335,27.63645375,25.23038523,97.21998982,42.18319487,-37.79431549,7.08250456,60.2070319,63.80292026,3.436461069,0,____2,____3,0,out
65,7,628,9,628,9,820,3,1.767,135.9107104,115.5135617,-60.58844865,-43.00744769,4.647465241,44.87136296,29.85076549,0.105526769,NA,NA,NA,NA,NA,64.73085497,65.30088313,1.987622277,0,1___0,1___1,0,out
66,7,339,5,339,5,820,3,1.866,-60.76548483,89.9346233,79.64378797,-14.03367372,8.739344055,45.73570485,46.14441314,27.44985208,NA,NA,NA,NA,NA,59.46100017,67.54240889,5.717746014,0,12__2,123_2,0,first
67,9,269,6,269,6,242,3,1.4,-17.80484196,148.3941282,49.12751254,-48.42419584,12.57222331,28.93119924,29.44155458,21.6039314,NA,NA,NA,NA,NA,61.00518995,64.68303012,2.833530578,0,____2,____3,0,out
69,9,316,4,316,4,242,3,0.967,41.5801188,122.7940781,19.48152365,-60.09278796,6.256026818,27.80265029,28.38610247,21.24559109,NA,NA,NA,NA,NA,60.78194339,64.15884668,2.904456342,0,____0,____1,0,out
71,7,339,5,828,4,820,3,0.566,1.617755666,125.1426448,52.52478178,-50.42092832,6.171118213,43.380477,44.03504648,26.14331156,NA,NA,NA,NA,NA,60.60569158,66.70623658,4.31379874,0,1___0,____2,0,out
72,9,116,4,116,4,13,3,0.567,40.46409174,133.1849957,20.49326686,-61.7529394,8.512516261,29.24806853,29.28012151,24.83411437,NA,NA,NA,NA,NA,60.96443366,64.94043451,2.974678752,0,1___1,_2__2,0,out
73,7,828,4,828,4,820,3,1.2,66.69048617,124.7624293,-3.640545128,-64.9088655,5.172249674,36.76909673,36.81459318,25.99520886,NA,NA,NA,NA,NA,63.74840096,65.86815485,2.231198372,0,123_2,____3,0,out
76,14,607,8,607,8,534,3,1.133,31.99731101,221.1766815,-4.079404976,-91.10057927,5.169452987,56.86641853,83.6039955,11.4867906,NA,NA,NA,NA,NA,19.98090029,68.17325473,43.89347209,0,__3_1,__3_2,0,out
77,14,85,4,85,4,534,3,1.3,56.79813004,117.1111754,2.992008207,-49.03298757,9.363570069,31.47746058,31.19505425,22.21727152,NA,NA,NA,NA,NA,61.10947878,64.3160493,2.618995081,0,__3_0,____1,1,out
78,14,720,5,720,5,534,3,1.534,-60.28032614,110.3258046,73.81091894,-24.5221663,4.397987036,31.83958555,35.34913177,26.25661142,48.26650541,70.88757265,44.27380686,-19.6643092,8.395298388,59.87315585,64.27015735,3.818870092,1,____2,1___2,0,first
79,10,814,6,46,4,50,3,0.733,0.61092078,126.2206909,56.71426754,-50.1873518,5.725817385,39.54414871,40.10465544,24.937231,NA,NA,NA,NA,NA,62.15440233,66.37124427,3.109287196,0,1___0,____2,0,out
81,10,814,6,814,6,50,3,0.466,-21.0368171,97.8343271,64.94331072,-18.17216094,8.149529361,36.05404027,36.41110256,27.8503163,NA,NA,NA,NA,NA,61.86204416,67.37094968,4.133114434,0,1___2,____3,0,out
82,10,814,6,814,6,50,3,1.2,-52.9212615,133.7894183,70.21466973,-37.82015014,10.42159134,26.92361555,24.28751074,21.8564559,NA,NA,NA,NA,NA,61.7804221,64.62023976,2.10195502,0,____0,____1,0,out
84,15,159,4,159,4,568,3,1.333,34.71015599,135.8598972,23.34402848,-57.14463134,7.375985526,37.44894071,37.59565889,27.88268587,NA,NA,NA,NA,NA,60.78179193,63.45549794,2.863742874,0,12__2,____3,0,out
85,15,592,6,592,6,568,3,1.133,-21.88786587,133.110903,56.07612679,-47.2150336,10.69070898,31.34203835,34.75817243,25.63658544,NA,NA,NA,NA,NA,57.81870067,62.37679235,5.956315825,0,____1,____2,0,out
86,15,159,4,159,4,568,3,1.133,51.27356468,121.9086089,6.938322634,-56.6291169,6.858099961,42.52284899,41.77580377,26.97381515,NA,NA,NA,NA,NA,59.9642688,64.08770989,3.702557015,0,____1,____2,0,out
87,15,592,6,159,4,568,3,0.567,-0.787723702,125.5987881,53.89184765,-46.44060881,7.903936257,44.81325492,46.51105686,29.33224593,NA,NA,NA,NA,NA,60.29112829,65.79046257,3.979760952,0,123_0,1_3_1,1,first
88,15,594,1,594,1,568,3,0.734,18.63625857,55.83583399,24.69109825,6.9385148,15.44898382,10.19742546,8.378983007,16.76357704,NA,NA,NA,NA,NA,60.51333767,67.05073418,4.627023523,0,1___2,____3,0,out
89,15,426,5,159,4,568,3,0.567,-3.164548576,124.470712,53.13865278,-43.46562191,11.95573999,38.27104175,41.57782599,24.7668211,NA,NA,NA,NA,NA,61.504341,65.54086633,2.859046954,0,1___1,____3,0,out
93,6,804,4,804,4,103,3,1.266,40.56468124,114.350116,22.64778251,-52.8837118,5.238714619,37.49012755,36.91678767,24.7678868,NA,NA,NA,NA,NA,60.87060607,63.85510809,2.777377139,0,_2__1,__3_2,0,out
94,6,241,5,241,5,103,3,1.734,-33.35106385,79.83023022,71.81829432,-9.440485172,6.975161086,29.55541684,30.66656723,24.26598595,NA,NA,NA,NA,NA,60.93531373,62.98033537,2.783498411,0,____0,____1,0,out
95,6,241,5,241,5,103,3,0.766,-22.37273668,82.11279174,69.76405862,-12.53111168,8.607109313,39.13905859,39.36685777,27.94731677,NA,NA,NA,NA,NA,59.86291078,63.4161754,3.783303116,0,1___2,____3,0,out
96,3,476,5,476,5,474,3,1.8,-42.42055702,73.12621794,69.65654033,-5.143517526,7.739907981,29.77836588,30.86593602,26.07772024,NA,NA,NA,NA,NA,60.81086601,65.05502059,3.163096673,0,____0,____1,0,out
97,3,332,6,16,4,474,3,0.6,-3.215911671,124.2424179,54.57809493,-44.38954831,7.891160762,39.37368424,40.28993461,28.62407763,NA,NA,NA,NA,NA,63.17900788,66.11241252,2.515334053,0,1___0,____2,0,out
98,6,804,4,804,4,103,3,1.367,65.91479374,114.3770306,-4.693036093,-50.91451926,6.92446127,38.11439403,36.6453864,26.20712612,NA,NA,NA,NA,NA,61.55265462,64.63853993,2.313707939,0,____0,____1,0,out
99,6,566,6,566,6,103,3,0.899,25.11984944,141.2052966,32.43505089,-60.10148889,6.726068542,30.13178534,30.67529166,20.58856063,NA,NA,NA,NA,NA,61.23785235,64.51283529,2.555574913,0,_2__1,__3_2,0,out
100,6,8,2,8,2,103,3,1.2,1.229925596,19.86620214,63.33051908,52.30338578,1.04105999,38.3074898,40.96470145,27.26614946,NA,NA,NA,NA,NA,61.9445953,65.81972516,2.76151709,0,1___2,____3,0,out
102,6,516,9,516,9,103,3,2.9,199.0734743,238.9253806,-51.86824227,-69.03337484,9.155969645,76.98268291,71.49298698,9.151643843,107.1914303,118.012988,-33.00169879,-38.27873794,7.176804823,62.55876832,65.88058522,2.488008836,0,1___1,1___2,0,out
103,4,379,6,379,6,853,3,1.234,-48.49447864,116.6523417,69.36235579,-29.58699909,9.619275923,28.33975326,29.46313684,20.45463626,NA,NA,NA,NA,NA,59.83315965,63.51746197,3.808410015,0,____0,____1,0,out
104,12,90,4,90,4,536,3,1.5,55.62084129,106.5003785,6.279328649,-50.48553319,6.285079746,35.94924123,37.17749342,25.17544077,NA,NA,NA,NA,NA,60.94566236,64.69459418,2.893155112,0,1___2,____3,0,out
107,4,776,1,776,1,853,3,2.567,60.23994997,70.03463941,-24.1573289,30.7900508,14.62366064,32.13141041,31.7995038,19.38143987,NA,NA,NA,NA,NA,62.21513531,65.10857885,2.04621543,0,____1,____2,0,out
108,4,379,6,379,6,853,3,0.8,2.747934225,127.5960729,55.47883562,-56.95089086,3.878735984,42.93622246,42.89398655,26.64353311,NA,NA,NA,NA,NA,59.6959868,64.03719671,3.963614676,0,____2,____3,0,out
109,12,222,9,151,1,536,3,0.567,-40.1711605,14.9794927,42.2643907,-16.77338415,4.859858426,80.37931956,52.25239784,4.748641486,2.670166115,-1.130719897,24.05591843,-8.065730118,10.61092699,56.3415474,-14.28158852,78.26221916,0,123_0,__3_1,2,out
110,12,107,5,107,5,536,3,1.2,-42.73471936,96.31804199,75.07027816,-19.56391555,7.768642523,33.38035082,33.43633966,27.06007867,NA,NA,NA,NA,NA,61.43640789,64.1534766,2.262334955,0,_2__2,____3,0,out
111,4,487,1,487,1,853,3,2.633,25.25051818,57.27972784,25.09881754,3.860357827,13.12053597,29.04448601,27.15063427,15.82764262,NA,NA,NA,NA,NA,61.32321789,62.47491089,2.592720298,0,1___2,____3,0,out
113,4,379,6,379,6,853,3,1.133,-14.02467683,112.3679061,66.36634707,-38.8310566,7.461826572,41.93544708,41.2487816,29.08632333,NA,NA,NA,NA,NA,59.89778818,63.9801711,3.75728818,0,____0,____1,0,out
114,12,345,1,345,1,536,3,1.534,16.99030326,49.98990547,34.68110359,10.65722344,8.660687059,26.71132982,30.28097499,21.20412185,NA,NA,NA,NA,NA,63.02521207,64.73462489,1.255604291,0,_23_2,____3,0,out
117,11,655,6,655,6,729,3,0.967,-58.32950159,122.1356961,77.40060384,-34.26678503,8.372167654,28.67856285,29.70989551,25.92857025,NA,NA,NA,NA,NA,60.8606682,64.5501984,2.924327251,0,____2,____3,0,out
118,8,415,4,415,4,123,3,0.833,-5.683903947,117.3015149,55.71326455,-40.08415542,9.269498973,29.39955865,29.96623144,23.23611817,NA,NA,NA,NA,NA,60.87703058,63.8077035,2.767688941,0,____1,____2,0,out
119,8,84,5,415,4,123,3,0.5,-0.361599806,125.9579172,51.36543108,-46.45081012,5.476682614,42.63335223,42.62770815,29.40356631,NA,NA,NA,NA,NA,59.93042518,64.21075742,3.752900659,0,1___1,____3,0,out
120,8,109,5,415,4,123,3,0.6,-0.035904424,126.0405926,50.30503504,-48.72579603,7.746877534,36.78950091,37.64326068,25.9544613,NA,NA,NA,NA,NA,60.49315085,63.55635858,3.147560637,0,1___1,____3,0,out
123,11,579,8,579,8,63,3,0.667,19.44096102,271.8068693,-7.300114354,-71.74547232,7.579783696,52.41675072,82.05697468,12.87200548,9.9605797,160.9362809,-4.083391784,-42.89661798,10.04800893,1.382444004,76.93261861,63.66049659,0,123_1,1_3_1,2,first
129,8,84,5,84,5,123,3,1.466,-57.4468233,87.35453518,74.26392623,-10.7558795,11.22194095,22.32835336,24.37451662,19.46053782,NA,NA,NA,NA,NA,60.17034921,62.89594498,3.548071402,0,____0,____1,0,out
130,8,84,5,84,5,123,3,1.134,-65.56635044,84.22926548,83.5620499,-3.326054012,3.845650801,32.48064071,35.3872732,26.47267148,39.98089341,75.93280882,54.31489788,-13.91638832,9.026539261,62.89237739,67.62716098,4.056959131,1,____2,1___2,0,first
133,1,201,4,201,4,514,3,0.7,10.18316186,95.25737923,51.17281194,-34.33894859,0.496687457,45.57572679,45.51284868,26.06397986,NA,NA,NA,NA,NA,60.06207223,63.01877052,3.631008228,0,1___2,____3,0,out
134,2,312,4,312,4,695,3,1.3,58.87135958,119.1368394,1.891445702,-58.13418554,6.829458681,33.58958021,29.46104186,23.71276227,NA,NA,NA,NA,NA,61.34834804,64.65975869,2.508103968,0,____0,____1,0,out
135,1,300,6,300,6,514,3,1.467,-20.73086834,140.9833898,52.28808143,-40.72580399,11.93945287,29.33619625,28.41690295,22.42567001,NA,NA,NA,NA,NA,62.46753956,66.53044072,3.119399033,0,____1,____2,0,out
136,2,312,4,312,4,695,3,1.566,58.24160507,130.055049,4.458400352,-58.01917963,6.969951218,21.10162628,20.55510352,15.25628192,NA,NA,NA,NA,NA,61.9182445,64.74377313,2.045061316,0,____2,____3,0,out
137,1,201,4,201,4,514,3,0.833,50.52103302,117.5384082,12.00572737,-60.58873137,6.481367229,36.86743789,36.35648287,24.29737732,NA,NA,NA,NA,NA,60.0178839,63.32623132,3.635259081,0,1___2,____3,0,out
138,2,396,5,396,5,695,3,0.533,-31.04080346,57.19684083,75.27723276,13.43766236,6.102392146,42.71022658,42.75817238,27.38253522,51.68903444,67.76989562,50.00694394,3.868606685,9.392520533,60.12338946,65.27954061,3.87984284,0,_23_2,____3,0,out
140,1,201,4,201,4,514,3,1.4,70.5731374,133.4196812,-9.833823833,-69.82873725,6.582783821,39.13779772,38.731332,26.86613444,NA,NA,NA,NA,NA,60.22479725,62.7448269,3.530097103,0,____0,____1,0,out
141,1,300,6,300,6,514,3,1.1,-11.27768095,133.6211394,53.21891404,-47.66532215,9.700950433,31.68520982,32.50474082,23.50459981,NA,NA,NA,NA,NA,59.47390354,63.32450494,4.177607484,0,____1,____2,0,out
144,3,476,5,476,5,816,3,0.933,-72.80545295,79.92240763,76.59250587,-8.069230708,11.48447461,28.46845479,32.23680621,26.1312006,NA,NA,NA,NA,NA,59.98971386,62.32938921,3.877940614,1,____0,_2__0,0,second
145,3,16,4,16,4,816,3,0.833,31.92734136,123.9071393,24.45429004,-45.37758509,8.457504972,31.36595739,33.06742166,25.88095329,NA,NA,NA,NA,NA,61.7563722,63.92791986,1.905179297,0,____0,____1,0,out
146,3,476,5,476,5,816,3,0.7,-48.78359781,51.14241503,67.14006104,11.36821445,12.65691228,29.01162441,31.18143411,26.25505446,NA,NA,NA,NA,NA,62.3800891,65.78359855,2.48657983,0,1_3_2,____3,0,out
147,3,332,6,332,6,816,3,1.433,-34.43215399,125.3501138,70.21173359,-40.07937698,6.867426823,28.58902921,30.27995,24.16635963,NA,NA,NA,NA,NA,61.48575654,64.55672503,2.340979594,0,_2__2,____3,0,out
148,6,241,5,241,5,103,3,0.466,-50.58028038,49.68727786,67.99422352,12.32442375,11.72997672,40.60215264,42.44877789,26.83276742,NA,NA,NA,NA,NA,59.46400708,63.69536883,4.175975495,0,____0,1___0,0,first
150,3,16,4,16,4,816,3,1.4,44.80757989,104.9040255,13.66111892,-34.72382451,7.616526331,33.86406064,29.63102686,17.73870399,NA,NA,NA,NA,NA,61.25284541,63.7311913,2.388521245,0,12__2,____3,0,out
151,3,332,6,332,6,816,3,1.433,-38.30644065,121.5742455,73.06252723,-37.85244677,7.444962698,37.69220748,37.99445858,26.90685358,NA,NA,NA,NA,NA,60.77310977,64.23849463,2.928393379,0,_2__0,_2__1,0,out
153,6,566,6,566,6,103,3,0.6,-10.69097659,122.4743881,56.85399138,-47.34613721,6.832840497,33.82556922,35.10098243,25.04849455,NA,NA,NA,NA,NA,59.50092459,62.99057543,4.189267922,0,____0,____1,0,out
154,6,241,5,241,5,103,3,0.933,-64.91633572,60.59569722,62.93274326,5.054933829,11.71366362,19.39544351,20.5496036,22.89354671,NA,NA,NA,NA,NA,60.21042107,65.98997434,4.157348911,0,____2,____3,0,out
155,6,566,6,566,6,103,3,1.5,-27.18179008,122.8912785,62.22602546,-38.27850393,7.540381515,31.90397902,32.59083443,26.51487107,NA,NA,NA,NA,NA,60.28049831,63.51965471,3.361253153,0,____1,____2,0,out
156,3,842,9,842,9,816,3,1.7,99.84146106,136.6276258,-32.19159023,-29.64674527,15.77040329,59.35355756,74.16443562,1.162052471,NA,NA,NA,NA,NA,26.58051659,69.95628195,37.59357349,0,1_3_2,1_3_2,1,first
157,3,842,9,842,9,816,3,1.567,127.230107,195.5606353,-45.95032196,-61.97300442,14.064118,59.29459382,76.00854581,5.177641631,NA,NA,NA,NA,NA,37.38824772,60.33522308,26.45851493,0,12__2,1_3_2,1,first
158,6,744,8,744,8,103,3,1.066,-44.31677496,273.4404972,34.65394639,-79.10902729,8.622600763,43.88559232,32.01691919,3.008913032,34.53562506,105.3873036,19.68563391,-37.67896526,9.739904036,58.09433635,62.40591512,5.680850914,0,1___0,1___1,0,out
160,6,804,4,804,4,103,3,1.267,67.03471322,112.4120659,-5.034224196,-49.74050181,6.525557544,38.65356817,38.87090723,26.64152814,NA,NA,NA,NA,NA,61.54349964,64.77604276,2.384357078,0,____2,____3,0,out
161,6,241,5,804,4,103,3,0.6,-0.649917445,126.7083876,51.89102382,-45.446319,4.353216704,43.39429526,43.79289737,28.73276981,NA,NA,NA,NA,NA,60.11093557,65.62172418,4.047260897,0,1___0,1___1,0,first
163,12,90,4,90,4,536,3,1.133,56.66677105,121.2833504,NA,NA,NA,32.20921245,30.96937597,23.81838625,NA,NA,NA,NA,NA,61.18701453,64.21605007,2.519426292,0,____2,____3,0,out
164,4,379,6,379,6,397,3,1.6,-37.75068453,130.1312162,61.91254716,-35.63522595,11.09467102,26.85246881,28.64307935,20.23398334,NA,NA,NA,NA,NA,61.66724753,65.14375755,2.480458401,0,____0,____1,0,out
166,4,379,6,379,6,397,3,0.933,12.99380627,127.0471364,43.57607099,-53.35292455,4.827352848,36.81534633,38.2896343,26.04710042,NA,NA,NA,NA,NA,62.44513468,65.11578126,1.89890829,1,____0,1___0,0,first
167,4,240,5,240,5,397,3,1.233,-71.34177183,95.69239007,72.88964902,-12.88950192,9.658281044,29.82533924,31.97418196,22.45153614,NA,NA,NA,NA,NA,59.62319539,65.89325718,4.605487272,0,____1,____2,0,out
168,4,493,1,493,1,397,3,0.666,19.09206846,28.06834879,53.16100072,42.45565912,4.989011402,42.03760448,44.36031526,27.55742995,NA,NA,NA,NA,NA,62.34664495,63.56136539,1.295330725,0,____0,____1,0,out
169,4,240,5,240,5,397,3,1.267,-94.01749419,82.94117982,74.84047329,-5.876426482,8.11807646,27.20288919,25.17040179,25.002925,43.61184511,66.47026433,43.87058272,-8.61872622,9.42181967,63.56523833,64.78973108,1.152522882,0,_2__2,____3,0,out
171,12,90,4,90,4,536,3,1.134,22.32394795,131.1794622,30.52050493,-53.57644874,7.75150945,35.92556961,38.05515705,28.1360714,NA,NA,NA,NA,NA,60.34715453,63.52514788,3.29444482,0,12__2,____3,0,out
173,4,240,5,240,5,397,3,1.5,-46.30749466,86.01530717,73.6557547,-9.912525197,9.025971315,31.73071382,34.89394354,21.33451652,NA,NA,NA,NA,NA,62.00759292,65.40933933,2.407368186,0,_2__1,_2__2,0,out
175,4,184,2,184,2,397,3,0.8,2.869323165,20.61209076,58.47115231,47.23289746,2.291514459,36.65687763,38.74493617,26.03127039,NA,NA,NA,NA,NA,61.30767176,64.4975632,2.484757641,0,____2,____3,0,out
178,12,644,1,644,1,536,3,1.2,3.217130486,53.28283551,44.43206136,8.179531966,6.565989694,34.36608239,36.64866526,26.39082235,NA,NA,NA,NA,NA,61.60872362,65.30754543,2.628023652,0,____0,____1,0,out
179,13,749,6,749,6,408,3,1.067,-8.297440675,136.3125601,58.91226334,-54.97804895,5.937115789,20.31388141,14.85152931,20.67729704,NA,NA,NA,NA,NA,64.21653072,66.44223221,2.86138545,0,1___1,1___2,0,out
183,5,627,6,627,6,766,3,1.066,-59.17984956,132.7884659,74.55602207,-39.3125917,7.765053172,32.11085147,31.27660766,28.0555618,NA,NA,NA,NA,NA,59.66473028,64.36958772,4.041353514,0,____0,____1,0,out
184,13,749,6,749,6,408,3,1.3,-43.75037818,121.0566411,75.63032522,-39.2972768,5.680699314,34.00019974,33.6983261,27.48532529,NA,NA,NA,NA,NA,60.02547308,62.45699631,3.802704795,0,____0,____1,0,out
185,13,749,6,688,4,408,3,0.666,-1.766103591,126.2430795,49.51998334,-49.46260968,10.56380258,24.72877088,26.18856815,20.93357704,NA,NA,NA,NA,NA,60.03417208,63.10252424,3.645222388,0,12__1,____3,0,out
186,5,182,6,182,6,766,3,0.734,-13.27556617,127.7291554,66.02544194,-53.22511166,3.365435146,39.12210296,41.65909707,27.5987103,NA,NA,NA,NA,NA,61.27967227,64.81199318,2.635107045,0,____0,____1,0,out
187,13,687,5,687,5,408,3,0,-54.76826661,98.65614987,76.60072546,-21.47018377,8.374519499,28.07138876,31.03876452,25.42860672,NA,NA,NA,NA,NA,60.4644141,62.94339933,3.250627737,0,____0,____1,0,out
188,13,370,8,370,8,408,3,1.066,38.08460061,247.9476106,-6.633422943,-93.47828696,12.48644765,60.59284741,69.83786261,21.14995058,NA,NA,NA,NA,NA,16.23813027,67.99247243,47.6009214,0,_2__1,1___1,1,first
189,13,687,5,687,5,408,3,1.1,-59.44869712,102.5980284,71.6827104,-20.63810277,12.73381094,28.02035838,29.70598233,26.53848581,NA,NA,NA,NA,NA,59.93773108,64.15723149,3.737892651,0,____0,____1,0,out
190,5,182,6,446,4,766,3,0.533,-0.902152697,126.4219953,59.28026415,-55.37812703,0.87080428,33.3057139,32.82422292,27.4148476,55.85582742,71.37990878,36.78871674,-35.78507701,8.613082836,59.91206682,64.2890049,3.783687858,0,123_1,____3,0,out
191,7,800,7,800,7,820,3,1.1,-203.854062,240.4648598,82.31539805,-38.48579587,12.9164757,59.3523673,77.77793796,26.00356244,-5.497576766,132.9519013,38.6987488,-25.32595706,9.703388087,55.5795553,93.35167943,30.78589836,0,____2,_2__2,0,second
